NO,目的派生検索,,NTL,名声,Pt,総名声,総Pt,Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
628,サーペント・セカンド,││├サーペント・セカンド,0,10,"21,840",70,"42,720",―,宇宙戦仕様リーオー,リーオー,サーペント,サーペント・セカンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,ビルゴ,││└ビルゴ,0,1,"6,600",61,"27,480",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,ビルゴII,││　├ビルゴII,0,35,"7,800",96,"35,280",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3598,スコーピオ,││　│├スコーピオ,0,165,"26,430",261,"61,710",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,スコーピオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,ヴァイエイト,││　│└ヴァイエイト,0,30,"12,120",126,"47,400",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,ヴァイエイト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,ヴァイエイト・シュイヴァン,││　│　└ヴァイエイト・シュイヴァン,0,230,"42,010",356,"89,410",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,ヴァイエイト,ヴァイエイト・シュイヴァン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8748,ヴァイエイト・シュイヴァン改,││　│　　└ヴァイエイト・シュイヴァン改,0,300,"42,010",656,"131,420",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,ヴァイエイト,ヴァイエイト・シュイヴァン,ヴァイエイト・シュイヴァン改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,メリクリウス,││　└メリクリウス,0,30,"17,550",91,"45,030",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,メリクリウス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,メリクリウス・シュイヴァン,││　　└メリクリウス・シュイヴァン,0,230,"42,010",321,"87,040",―,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,メリクリウス,メリクリウス・シュイヴァン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3657,レオス,│├レオス,0,150,"7,290",200,"17,250",―,宇宙戦仕様リーオー,リーオー,レオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3658,レオール,││├レオール,0,1,"7,290",201,"24,540",―,宇宙戦仕様リーオー,リーオー,レオス,レオール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8816,レオン(BGG),││├レオン,-5,100,"15,010",300,"32,260",―,宇宙戦仕様リーオー,リーオー,レオス,レオン(BGG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3672,グランシャリオ,││└グランシャリオ,0,330,"162,000",530,"179,250",―,宇宙戦仕様リーオー,リーオー,レオス,グランシャリオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7172,OZプライズ仕様リーオー,│├OZプライズ仕様リーオー,0,10,"4,350",60,"14,310",―,宇宙戦仕様リーオー,リーオー,OZプライズ仕様リーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7171,EWACリーオー,│└EWACリーオー,0,20,"4,140",70,"14,100",―,宇宙戦仕様リーオー,リーオー,EWACリーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3637,トラゴス,├トラゴス,0,10,"4,950",40,"9,930",―,宇宙戦仕様リーオー,トラゴス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3606,Dユニット,├Dユニット,-3,5,"3,480",35,"8,460",―,宇宙戦仕様リーオー,Dユニット,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,トーラス,├トーラス,0,10,"4,830",40,"9,810",―,宇宙戦仕様リーオー,トーラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,サンクキングダム仕様トーラス,│├サンクキングダム仕様トーラス,0,5,"4,830",45,"14,640",―,宇宙戦仕様リーオー,トーラス,サンクキングダム仕様トーラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7173,OZプライズ仕様トーラス,│├OZプライズ仕様トーラス,0,10,"4,830",50,"14,640",―,宇宙戦仕様リーオー,トーラス,OZプライズ仕様トーラス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,バルジ,│└バルジ,0,"1,460","165,480","1,500","175,290",―,宇宙戦仕様リーオー,トーラス,バルジ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3753,リーブラ,│　└リーブラ,0,100,"600,000","1,600","775,290",―,宇宙戦仕様リーオー,トーラス,バルジ,リーブラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,トールギス,└トールギス,0,30,"17,520",60,"22,500",強襲,宇宙戦仕様リーオー,トールギス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4926,トールギスワルキューレ,　├トールギスワルキューレ,0,40,"14,820",100,"37,320",―,宇宙戦仕様リーオー,トールギス,トールギスワルキューレ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524,トールギスII,　├トールギスII,0,80,"19,380",140,"41,880",強襲,宇宙戦仕様リーオー,トールギス,トールギスII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6779,EW仕様トールギスIIH,　│└EW仕様トールギスIIH,0,90,"18,870",230,"60,750",強襲,宇宙戦仕様リーオー,トールギス,トールギスII,EW仕様トールギスIIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,ガンダムエピオン,　├ガンダムエピオン,-1,120,"42,240",180,"64,740",―,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,ガンダムアクエリアス,　│├ガンダムアクエリアス,-5,120,"41,490",300,"106,230",―,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,ガンダムアクエリアス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4204,EW仕様ガンダムエピオン,　│├EW仕様ガンダムエピオン,-5,150,"49,170",330,"113,910",―,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,EW仕様ガンダムエピオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7309,EW仕様ガンダムエピオンCCC,　││└EW仕様ガンダムエピオンCCC,-5,100,"49,170",430,"163,080",―,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,EW仕様ガンダムエピオン,EW仕様ガンダムエピオンCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,-5,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5442,ガンダムエピオンノヴァ,　│├ガンダムエピオンノヴァ,-5,200,"60,000",380,"124,740",―,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,ガンダムエピオンノヴァ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,ハイドラガンダム,　│└ハイドラガンダム,0,120,"18,000",300,"82,740",―,宇宙戦仕様リーオー,トールギス,ガンダムエピオン,ハイドラガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,トールギスIII,　├トールギスIII,0,100,"61,890",160,"84,390",強襲,宇宙戦仕様リーオー,トールギス,トールギスIII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4690,EW仕様トールギス,　├EW仕様トールギス,0,50,"14,910",110,"37,410",―,宇宙戦仕様リーオー,トールギス,EW仕様トールギス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674,宇宙高速戦闘艦,　└宇宙高速戦闘艦,0,100,"63,030",160,"85,530",―,宇宙戦仕様リーオー,トールギス,宇宙高速戦闘艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,ピースミリオン,　　└ピースミリオン,0,20,"180,000",180,"265,530",―,宇宙戦仕様リーオー,トールギス,宇宙高速戦闘艦,ピースミリオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,ゴドス,ゴドス,0,10,"6,930",10,"6,930",―,ゴドス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1659,シールドライガー,├シールドライガー,0,70,"24,030",80,"30,960",―,ゴドス,シールドライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,ブレードライガー(猫),│├ブレードライガー,0,100,"25,230",180,"56,190",―,ゴドス,シールドライガー,ブレードライガー(猫),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7872,素体仕様ライガーゼロ,││├素体仕様ライガーゼロ,0,110,"32,430",290,"88,620",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165,帝国仕様ライガーゼロ,│││└帝国仕様ライガーゼロ,0,90,"32,430",380,"121,050",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,ライガーゼロ,│││　└ライガーゼロ,0,110,"32,430",490,"153,480",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1670,ライガーゼロ・イェーガー,│││　　├ライガーゼロ・イェーガー,0,80,"32,430",570,"185,910",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロ・イェーガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,トリニティライガー,│││　　├トリニティライガー,0,250,"60,000",740,"213,480",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,トリニティライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,ライガーゼロファルコン,│││　　├ライガーゼロファルコン,0,110,"49,230",600,"202,710",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロファルコン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1845,ライガーゼロフェニックス,│││　　├ライガーゼロフェニックス,0,110,"47,430",600,"200,910",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロフェニックス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,ライガーゼロ・シュナイダー,│││　　├ライガーゼロ・シュナイダー,0,80,"32,430",570,"185,910",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロ・シュナイダー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,ライガーゼロ・パンツァー,│││　　├ライガーゼロ・パンツァー,0,80,"32,430",570,"185,910",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロ・パンツァー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1662,ライガーゼロイクス,│││　　├ライガーゼロイクス,0,80,"22,800",570,"176,280",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロイクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1667,エナジーライガー,│││　　│└エナジーライガー,0,130,"30,000",700,"206,280",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーゼロイクス,エナジーライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2991,ライガーブルー・ソウガ,│││　　├ライガーブルー・ソウガ,0,50,"21,600",540,"175,080",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ライガーブルー・ソウガ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1922,ムラサメライガー,│││　　├ムラサメライガー,0,90,"41,010",580,"194,490",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,ハヤテライガー,│││　　│├ハヤテライガー,0,1,"41,010",581,"235,500",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,ハヤテライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,ムゲンライガー,│││　　││└ムゲンライガー,0,1,"41,010",582,"276,510",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,ハヤテライガー,ムゲンライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7779,ガンナー装備仕様ムゲンライガー,│││　　││　└ガンナー装備仕様ムゲンライガー,0,1,"27,600",583,"304,110",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,ハヤテライガー,ムゲンライガー,ガンナー装備仕様ムゲンライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2270,バイオヴォルケーノ,│││　　│└バイオヴォルケーノ,0,70,"24,000",650,"218,490",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5997,バイオメガラプトル,│││　　│　├バイオメガラプトル,0,130,"48,000",780,"266,490",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオメガラプトル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5995,バイオケントロ,│││　　│　├バイオケントロ,0,130,"96,000",780,"314,490",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオケントロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5994,バイオプテラ,│││　　│　├バイオプテラ,0,50,"72,000",700,"290,490",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオプテラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5996,バイオトリケラ,│││　　│　└バイオトリケラ,0,130,"108,000",780,"326,490",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ムラサメライガー,バイオヴォルケーノ,バイオトリケラ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,ランスタッグ,│││　　└ランスタッグ,0,60,"12,000",550,"165,480",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ランスタッグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2292,ランスタッグブレイク,│││　　　├ランスタッグブレイク,0,40,"15,000",590,"180,480",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ランスタッグ,ランスタッグブレイク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6014,ソウタ専用ランスタッグ,│││　　　└ソウタ専用ランスタッグ,0,5,"12,000",555,"177,480",―,ゴドス,シールドライガー,ブレードライガー(猫),素体仕様ライガーゼロ,帝国仕様ライガーゼロ,ライガーゼロ,ランスタッグ,ソウタ専用ランスタッグ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,バン専用ブレードライガー,││├バン専用ブレードライガー,0,1,"25,230",181,"81,420",―,ゴドス,シールドライガー,ブレードライガー(猫),バン専用ブレードライガー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,ブレードライガーBI,││├ブレードライガーBI,0,1,"25,230",181,"81,420",―,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーBI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,ブレードライガーミラージュ,││├ブレードライガーミラージュ,0,150,"31,430",330,"87,620",―,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーミラージュ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8834,ブレードライガーミラージュL,│││└ブレードライガーミラージュL,0,150,"31,430",480,"119,050",―,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーミラージュ,ブレードライガーミラージュL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,ブレードライガーAB,││└ブレードライガーAB,0,100,"25,230",280,"81,420",―,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3490,バン仕様ブレードライガーAB,││　└バン仕様ブレードライガーAB,0,10,"25,230",290,"106,650",―,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーAB,バン仕様ブレードライガーAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,レオン仕様ブレードライガーAB,││　　└レオン仕様ブレードライガーAB,0,100,"25,230",390,"131,880",―,ゴドス,シールドライガー,ブレードライガー(猫),ブレードライガーAB,バン仕様ブレードライガーAB,レオン仕様ブレードライガーAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
