No,機体名,HP,装甲,運動,索敵,EN,重量,直感,操縦,近,中,遠,NT,コスト,名声,POINT,地上,水中,宇宙,空中,種類1,種類1',種類2,種類2',種類3,種類3',種類4,種類4',種類5,種類5',種類6,種類6',|,特殊能力1,特殊能力2,特殊能力3,特殊能力4,特殊能力5,特殊能力6,特殊能力7,特殊能力8,特殊能力9,①派生元,①隠し武装,①属性,①威力,①弾数,①EN,"①射程
from","①射程
to",①HIT,①特殊効果,②派生元,②隠し武装,②属性,②威力,②弾数,②EN,"②射程
from","②射程
to",②HIT,②特殊効果,③派生元,③隠し武装,③属性,③威力,③弾数,③EN,"③射程
from","③射程
to",③HIT,③特殊効果,④派生元,④隠し武装,④属性,④威力,④弾数,④EN,"④射程
from","④射程
to",④HIT,④特殊効果,,,,,,,,,,
8097,SFシラヌイ仕様アカツキ,464,45,92,70,530,18,360,390,220,240,220,0,56,100,24180,2,-4,4,0,1,MS系,6,ガンダム系,k,機動戦士ガンダムSEED FREEDOM,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8098,セカンドジャイヴ,395,36,58,60,410,16,200,200,200,200,200,0,38,50,12930,2,-4,-5,-4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8099,セカンドジャイヴ(SM),395,36,40,60,410,16,200,200,200,200,200,0,38,50,12930,5,-5,-5,-5,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8100,ベアー号,324,33,80,50,175,10,600,400,400,400,400,0,28,30,11410,-5,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8101,ジャガー号,312,25,90,50,175,10,600,400,400,400,400,0,28,30,10810,-5,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8102,イーグル号,324,25,90,50,175,10,600,400,400,400,400,0,28,30,10810,-5,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8103,ポセイドン号,384,37,90,50,315,10,600,400,400,400,400,0,36,40,20410,-5,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8104,ライガー号,360,29,100,50,175,10,600,400,400,400,400,0,30,40,19810,-5,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8105,ドラゴン号,372,29,100,50,175,10,600,400,400,400,400,0,31,40,19810,-5,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8106,バレンタイン仕様朧,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8107,梅雨仕様漣,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-6,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8108,ダークホーンHS,580,58,75,70,540,20,175,215,155,190,190,0,60,80,28400,5,-3,-6,-1,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8109,特殊部隊所属仕様ポルタノヴァ,415,40,49,70,400,16,200,200,200,200,200,0,27,30,18000,2,-3,0,0,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8110,X777部隊所属仕様アルト,410,42,50,65,400,16,200,200,200,200,200,0,27,30,18000,2,-3,0,0,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8111,バンクーバ,850,60,35,140,700,80,200,280,0,0,200,0,67,50,30000,-2,-2,1,-1,3,艦船系,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8112,おうみ,850,60,35,140,700,80,200,280,0,0,200,0,67,50,30000,-2,-2,1,-1,3,艦船系,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8113,まみや,850,60,35,140,700,80,200,280,0,0,200,0,67,50,30000,-2,-2,1,-1,3,艦船系,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8114,エルベ,850,60,35,140,700,80,200,280,0,0,200,0,67,50,30000,-2,-2,1,-1,3,艦船系,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8115,アムンゼン,850,60,35,140,700,80,200,280,0,0,200,0,67,50,30000,-2,-2,1,-1,3,艦船系,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8116,コロッサス,850,60,35,140,700,80,200,280,0,0,200,0,67,50,30000,-2,-2,1,-1,3,艦船系,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8117,ツインターボ,100,6,77,50,410,2,2000,3000,3000,2000,2000,8,42,2000,1867000,6,-1,-6,-4,f,人系,,,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8118,ガンドノード,466,34,82,80,425,18,300,300,300,300,300,-5,32,60,19000,0,-4,4,-3,1,MS系,6,ガンダム系,ｼ,水星の魔女,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8119,伊36,140,19,10,9,2590,108,20,360,0,0,460,0,96,50,18030,0,6,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8120,伊36改,180,20,10,9,2590,108,130,880,0,0,480,0,98,100,18030,0,6,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,ヤクトファルクス,390,49,53,65,400,16,200,200,200,200,200,-3,38,100,10560,3,-5,3,1,4,その他,F,量産機,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8122,ファイアーフォックス,380,42,86,65,400,20,160,200,140,160,180,0,48,50,12000,5,-3,-5,0,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8123,ミリオンα,500,57,46,55,400,10,190,190,195,195,195,0,34,50,16000,2,-2,-5,-4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8124,バイオンβ,520,57,44,55,400,18,190,190,195,195,195,0,34,50,16000,2,-2,-5,-4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8125,ダイオンγ,510,57,42,55,400,15,190,190,195,195,195,0,34,50,16000,2,-2,-5,-4,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8126,ミリちゃん,432,62,32,55,550,16,400,400,400,400,400,0,44,100,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8127,バンちゃん,464,86,30,55,550,16,400,400,400,400,400,0,41,100,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8128,イオちゃん,500,57,27,55,550,16,400,400,400,400,400,0,45,100,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8129,セイバータイガーゴールド,450,48,79,63,480,10,190,220,230,195,130,0,45,90,22700,5,-3,-5,0,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8130,梅雨仕様扶桑,670,79,19,33,800,205,370,0,115,0,25,0,49,50,121530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8131,秋の私服仕様白露,160,19,43,19,400,118,50,120,60,105,150,0,14,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8132,秋の私服仕様天霧,150,20,41,20,500,118,50,135,60,100,55,0,18,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8133,桃の節句仕様潮,150,19,41,19,500,118,50,135,60,100,50,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8134,桃の節句仕様潮改二,330,58,65,48,500,118,50,175,120,280,160,0,30,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8135,ジェンタオ,435,36,46,89,430,16,220,220,220,220,220,0,41,90,16250,2,-4,-5,1,4,その他,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8136,EA仕様ジィダオ,435,36,68,69,430,16,220,220,220,220,220,0,42,90,14250,2,-4,-5,1,4,その他,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8137,ブレードライガーミラージュ,456,42,119,75,490,10,290,310,330,290,200,0,50,150,31430,5,-3,-5,1,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8138,桃の節句仕様瑞穂,410,42,19,74,800,192,60,0,80,0,40,0,41,50,84030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8139,バレンタイン仕様水無月,130,18,37,17,450,102,30,90,35,85,65,0,14,50,18030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8140,梅雨仕様神威,360,18,13,15,800,151,15,0,40,0,85,0,33,50,24030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8141,梅雨仕様神威改,370,29,13,48,800,151,30,0,60,0,95,0,36,50,25530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8142,梅雨仕様神威改母,390,33,16,54,800,151,35,0,70,50,10,0,38,50,30030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8143,デザート仕様シールドライガー,408,42,100,60,420,20,190,230,220,185,120,0,42,50,24030,4,-3,-5,0,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8144,ブレードライガーAB,456,42,110,75,490,20,280,300,320,280,200,0,48,100,25230,5,-4,-5,1,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8145,お買い物仕様榛名,630,69,30,39,800,214,315,0,120,0,75,0,48,50,114030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8146,お買い物仕様鹿島,360,27,25,36,700,133,65,55,75,65,100,0,32,50,25530,0,3,-9,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8147,桃の節句仕様山風,160,19,42,18,400,118,55,120,40,95,30,0,14,50,37530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,LLサイズ,人間系ポイント増,海洋だと攻撃力増,中破機能,夜戦火力向上,OT機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,FA金剛,395,26,80,60,335,16,200,200,200,200,200,-3,36,50,12180,2,0,1,1,4,その他,F,量産機,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8149,FA金剛(CM),395,26,80,60,335,16,200,200,200,200,200,-3,36,50,12180,-5,3,-5,-5,4,その他,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8150,秋の私服仕様狭霧,150,19,40,19,500,118,50,135,60,100,30,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8151,秋の私服＆秋刀魚仕様狭霧,150,19,40,19,500,118,50,135,60,100,30,0,17,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8152,Zちゃん(NEO),650,58,31,50,550,16,400,400,400,400,400,0,50,100,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8153,グレちゃん(NEO),462,73,32,50,550,16,400,400,400,400,400,0,49,100,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8154,グレンダちゃん,580,64,30,55,550,16,400,400,400,400,400,0,49,100,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155,MS少女ブラウ・ブロ,452,28,59,75,482,30,175,0,0,0,170,2,43,1,18750,-5,-5,3,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8156,イグアン,372,42,85,55,210,16,100,100,120,120,0,0,32,30,7810,5,-4,-6,-1,4,その他,l,ゾイドシリーズ,n,スパロボ,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8157,秋刀魚仕様卯月,130,18,37,17,450,102,30,90,35,80,50,0,14,50,18030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8158,秋の私服仕様リシュリュー,850,90,36,50,850,247,320,0,110,0,110,0,60,50,127530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8159,桃の節句仕様コマンダン・テスト,420,50,20,70,600,167,140,0,90,0,85,0,34,50,85530,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8160,ゲッたん,458,72,30,55,550,16,400,400,400,400,400,0,45,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8161,ハロウィン仕様ゲッちゃんドラゴン,595,49,31,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,正月仕様ゲッちゃんドラゴン,469,94,29,55,550,16,400,400,400,400,400,0,47,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163,一般仕様ボゾン,307,19,70,60,204,15,70,70,60,60,0,3,24,20,12750,3,-2,0,5,4,その他,n,スパロボ,F,量産機,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8164,ジャブロー仕様グフ飛行試験型,292,28,62,48,340,18,0,60,0,80,0,0,26,50,8460,3,1,-5,1,1,MS系,9,ジオン・ネオジオン軍・ザフト,I,機動戦士Zガンダム,a,グフ系,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8165,帝国仕様ライガーゼロ,396,46,110,60,420,20,250,250,130,150,80,0,43,90,32430,5,-4,-6,0,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8166,F作業仕様ヴェールヌイ,370,58,47,44,500,118,185,235,210,305,100,0,30,50,24030,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8167,秋の私服仕様不知火,160,19,44,19,500,118,50,120,45,120,50,0,18,50,19530,0,3,-6,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8168,秋の私服仕様藤波,160,19,46,24,500,119,50,120,60,130,45,0,18,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8169,秋冬制服仕様朝雲,160,19,43,19,519,118,50,120,45,105,40,0,19,50,19530,0,3,-9,-5,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8170,キューティーゲッちゃん,490,71,32,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8171,メイド仕様ゲッちゃん,432,86,32,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8172,ゲッちゃんZ,489,79,30,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8173,カカオ仕様ゲッちゃん,390,85,32,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8174,ゴスロリ仕様ゲッちゃんドラゴン,624,76,29,55,550,16,400,400,400,400,400,0,51,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8175,ゲッドラさん,653,75,28,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8176,私服仕様ゲッドラさん,480,82,32,55,550,16,400,400,400,400,400,0,49,150,30000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8177,ゲッちゃんドラゴンLR,484,68,30,55,550,16,400,400,400,400,400,0,49,150,50000,2,-2,-5,-5,4,その他,n,スパロボ,f,人系,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8178,秋の私服仕様蒼龍,500,49,33,69,760,227,320,0,130,0,50,0,43,50,60030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8179,秋の私服仕様川内,260,29,38,39,500,162,70,120,65,100,60,0,23,50,30030,0,3,-5,-4,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8180,ハロウィン仕様瑞穂,410,42,19,74,800,192,60,0,80,0,40,0,41,50,84030,0,3,-9,-3,3,艦船系,f,人系,ｷ,艦これ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8181,ワイルドライガー,300,32,94,60,390,15,190,230,220,185,120,0,36,20,9600,4,-3,-5,0,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8182,紅蓮仕様ワイルドライガー,305,32,95,60,390,15,190,230,220,185,120,0,37,20,11600,4,-3,-5,0,4,その他,l,ゾイドシリーズ,n,スパロボ,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8183,ガンパー,456,40,80,50,350,40,300,300,300,300,300,0,39,30,12010,-5,-3,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8184,ベラリオス,432,40,85,50,350,29,300,300,300,300,300,-5,39,30,12010,3,-3,2,-5,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8185,アトラウス,420,46,85,50,350,38,300,300,300,300,300,5,39,30,13210,3,-3,2,-5,4,その他,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8186,TFO,276,62,65,50,350,7,100,200,200,200,200,0,33,10,21610,-5,-5,4,4,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8187,スペイザー,720,100,70,50,910,34,600,400,400,400,400,0,71,80,66010,-5,-5,3,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8188,ダブルスペイザー,432,70,90,50,420,30,200,200,200,200,200,0,43,40,36010,-5,-5,2,3,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8189,マリンスペイザー,420,70,85,50,420,25,200,200,200,200,200,0,43,40,36010,-5,3,2,3,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8190,ドリルスペイザー,456,75,75,50,420,25,200,200,200,200,200,0,43,40,36010,2,-5,2,2,q,車輌・戦闘機系,n,スパロボ,,,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
