,派生表通番,NO,目的派生検索,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
,6684,"5,566",第6形態仕様ガンダム・バルバトス,CGSモビルワーカー,ガンダム・バルバトス,第2形態仕様ガンダム・バルバトス,第3形態仕様ガンダム・バルバトス,第4形態仕様ガンダム・バルバトス,第5形態仕様ガンダム・バルバトス,第5形態地上戦仕様ガンダム・バルバトス,第6形態仕様ガンダム・バルバトス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6685,"5,707",バルバトスルプス,CGSモビルワーカー,ガンダム・バルバトス,第2形態仕様ガンダム・バルバトス,第3形態仕様ガンダム・バルバトス,第4形態仕様ガンダム・バルバトス,第5形態仕様ガンダム・バルバトス,第5形態地上戦仕様ガンダム・バルバトス,第6形態仕様ガンダム・バルバトス,バルバトスルプス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6686,"5,972",バルバトスルプスレクス,CGSモビルワーカー,ガンダム・バルバトス,第2形態仕様ガンダム・バルバトス,第3形態仕様ガンダム・バルバトス,第4形態仕様ガンダム・バルバトス,第5形態仕様ガンダム・バルバトス,第5形態地上戦仕様ガンダム・バルバトス,第6形態仕様ガンダム・バルバトス,バルバトスルプス,バルバトスルプスレクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6687,"8,066",アメイジングバルバトスルプス,CGSモビルワーカー,ガンダム・バルバトス,第2形態仕様ガンダム・バルバトス,第3形態仕様ガンダム・バルバトス,第4形態仕様ガンダム・バルバトス,第5形態仕様ガンダム・バルバトス,第5形態地上戦仕様ガンダム・バルバトス,第6形態仕様ガンダム・バルバトス,バルバトスルプス,アメイジングバルバトスルプス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6688,"5,825",ハシュマル,CGSモビルワーカー,ハシュマル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6689,"7,220",昭弘専用CGSモビルワーカー,CGSモビルワーカー,昭弘専用CGSモビルワーカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6690,"7,219",シノ専用CGSモビルワーカー,CGSモビルワーカー,シノ専用CGSモビルワーカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6691,"7,221",三日月専用CGSモビルワーカー,CGSモビルワーカー,三日月専用CGSモビルワーカー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6692,"5,776",ユーゴー,CGSモビルワーカー,ユーゴー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6693,"7,222",ジルダ,CGSモビルワーカー,ユーゴー,ジルダ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6694,"8,447",ガンダム・ガミジン,CGSモビルワーカー,ガンダム・ガミジン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6695,"5,346",イサリビ,CGSモビルワーカー,イサリビ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6696,"7,223",ホタルビ,CGSモビルワーカー,イサリビ,ホタルビ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6697,"7,233",ハーフビーク級戦艦,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6698,"7,237",ブルワーズ旗艦,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,ブルワーズ旗艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6699,"7,236",スキップジャック級戦艦,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,スキップジャック級戦艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6700,"7,239",夜明けの地平線団旗艦,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,夜明けの地平線団旗艦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6701,"7,235",ヴァナディース,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,ヴァナディース,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6702,"7,234",スレイプニル,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,スレイプニル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6703,"7,238",黄金のジャスレイ号,CGSモビルワーカー,イサリビ,ハーフビーク級戦艦,黄金のジャスレイ号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6704,"6,551",装甲艦ハンマーヘッド,CGSモビルワーカー,イサリビ,装甲艦ハンマーヘッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6705,329,宇宙戦仕様リーオー,宇宙戦仕様リーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6706,"2,882",リーオー,宇宙戦仕様リーオー,リーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6707,713,マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6708,714,ラシード専用マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,ラシード専用マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6709,"3,565",オリファント,宇宙戦仕様リーオー,リーオー,マグアナック,オリファント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6710,"2,940",マグアナック・デザートランナー,宇宙戦仕様リーオー,リーオー,マグアナック,マグアナック・デザートランナー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6711,714,ラシード専用マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,マグアナック・デザートランナー,ラシード専用マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6712,715,アウダ専用マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,アウダ専用マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6713,716,アフマド専用マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,アフマド専用マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6714,"1,614",アウトロースター号,宇宙戦仕様リーオー,リーオー,マグアナック,アウトロースター号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6715,"7,815",エンジェルリンクス号,宇宙戦仕様リーオー,リーオー,マグアナック,アウトロースター号,エンジェルリンクス号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6716,"2,391",ガンアーク,宇宙戦仕様リーオー,リーオー,マグアナック,ガンアーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6717,"3,364",バスターアーク,宇宙戦仕様リーオー,リーオー,マグアナック,ガンアーク,バスターアーク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6718,717,アブドル専用マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,アブドル専用マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6719,658,ガンダムサンドロック,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6720,661,ガンダムサンドロック改,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,ガンダムサンドロック改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6721,336,EW仕様ガンダムサンドロック改,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,ガンダムサンドロック改,EW仕様ガンダムサンドロック改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6722,232,シェンロンガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6723,342,アルトロンガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,アルトロンガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6724,"1,898",EW仕様アルトロンガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,アルトロンガンダム,EW仕様アルトロンガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6725,"4,122",アルトロンガンダム改・改,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,アルトロンガンダム,EW仕様アルトロンガンダム,アルトロンガンダム改・改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6726,"6,778",EW仕様アルトロンガンダムF,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,アルトロンガンダム,EW仕様アルトロンガンダム,EW仕様アルトロンガンダムF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6727,"4,122",アルトロンガンダム改・改,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,アルトロンガンダム,EW仕様アルトロンガンダム,EW仕様アルトロンガンダムF,アルトロンガンダム改・改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6728,"6,143",ガンダムジーエンアルトロン,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,アルトロンガンダム,ガンダムジーエンアルトロン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6729,"6,341",タウヤー仕様シェンロンガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,タウヤー仕様シェンロンガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6730,332,ウイングガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6731,333,ガンダムデスサイズ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6732,475,ガンダムデスサイズヘル,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムデスサイズヘル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6733,340,EW仕様ガンダムデスサイズヘル,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムデスサイズヘル,EW仕様ガンダムデスサイズヘル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6734,"6,777",EW仕様ガンダムデスサイズヘルH,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムデスサイズヘル,EW仕様ガンダムデスサイズヘル,EW仕様ガンダムデスサイズヘルH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6735,"7,250",G.F.F.M.C.仕様ガンダムデスサイズヘル,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムデスサイズヘル,EW仕様ガンダムデスサイズヘル,G.F.F.M.C.仕様ガンダムデスサイズヘル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6736,"5,253",ガンダムジエンド,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムデスサイズヘル,ガンダムジエンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6737,"6,828",リヴランスヘブン,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムデスサイズヘル,リヴランスヘブン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6738,335,ガンダムヘビーアームズ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムヘビーアームズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6739,338,EW仕様ガンダムヘビーアームズ改,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムヘビーアームズ,EW仕様ガンダムヘビーアームズ改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6740,"4,366",ガンダムヘビーアームズ改,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ガンダムデスサイズ,ガンダムヘビーアームズ,ガンダムヘビーアームズ改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6741,551,EW仕様ウイングガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6742,553,EW仕様ガンダムデスサイズ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様ガンダムデスサイズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6743,"6,555",ルーセット仕様ガンダムデスサイズ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様ガンダムデスサイズ,ルーセット仕様ガンダムデスサイズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6744,556,EW仕様シェンロンガンダム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様シェンロンガンダム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6745,859,EX-ウイングガンダムゼロカスタム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EX-ウイングガンダムゼロカスタム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6746,554,EW仕様ガンダムヘビーアームズ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様ガンダムヘビーアームズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6747,"6,426",IGEL装備仕様ガンダムヘビーアームズ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様ガンダムヘビーアームズ,IGEL装備仕様ガンダムヘビーアームズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6748,555,EW仕様ガンダムサンドロック,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様ガンダムサンドロック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6749,"6,649",アーマディロ仕様ガンダムサンドロック,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,EW仕様ウイングガンダム,EW仕様ガンダムサンドロック,アーマディロ仕様ガンダムサンドロック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6750,963,武者ウイングゼロ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,武者ウイングゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6751,337,ウイングガンダムゼロ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6752,"4,888",プロトゼロ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,プロトゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6753,173,EW仕様ウイングガンダムゼロ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,EW仕様ウイングガンダムゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6754,"7,310",EW仕様ウイングガンダムゼロCCC,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,EW仕様ウイングガンダムゼロ,EW仕様ウイングガンダムゼロCCC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6755,"6,800",ゼロリベリオン,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,EW仕様ウイングガンダムゼロ,ゼロリベリオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6756,"5,794",EWMZ仕様ウイングガンダムゼロ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,EW仕様ウイングガンダムゼロ,EWMZ仕様ウイングガンダムゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6757,"6,530",スノーホワイトプレリュード,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,EW仕様ウイングガンダムゼロ,EWMZ仕様ウイングガンダムゼロ,スノーホワイトプレリュード,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6758,"9,000",ウイングガンダムゼロ・クロークドカスタム,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,EW仕様ウイングガンダムゼロ,EWMZ仕様ウイングガンダムゼロ,スノーホワイトプレリュード,ウイングガンダムゼロ・クロークドカスタム,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6759,344,ガンダムジェミナス01,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6760,"6,702",ガンダムジェミナス02,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムジェミナス02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6761,"4,868",高機動仕様ガンダムジェミナス02,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムジェミナス02,高機動仕様ガンダムジェミナス02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6762,435,ガンダムアスクレプオス,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムジェミナス02,高機動仕様ガンダムジェミナス02,ガンダムアスクレプオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6763,"3,571",ガンダムバーンレプオス,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムジェミナス02,高機動仕様ガンダムジェミナス02,ガンダムアスクレプオス,ガンダムバーンレプオス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6764,"6,774",陸戦重装仕様ガンダムジェミナス02,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムジェミナス02,陸戦重装仕様ガンダムジェミナス02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6765,656,ガンダムグリープ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムグリープ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6766,437,AB仕様ガンダムジェミナス01,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,AB仕様ガンダムジェミナス01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6767,"6,622",高機動仕様ガンダムジェミナス01,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,高機動仕様ガンダムジェミナス01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6768,"2,505",ガンダムサジタリウス,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムサジタリウス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6769,438,ガンダムエルオーブースター,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ガンダムジェミナス01,ガンダムエルオーブースター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6770,"5,073",ウイングガンダムゼロ炎,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ウイングガンダムゼロ炎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6771,"5,788",ウイングガンダムゼロ炎弐,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ウイングガンダムゼロ炎,ウイングガンダムゼロ炎弐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6772,"5,252",ウイングガンダムゼロFF,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ウイングガンダムゼロ炎,ウイングガンダムゼロFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6773,"6,818",ウイングガンダムスカイゼロ,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,ウイングガンダムスカイゼロ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6774,"8,815",バファリオン,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,ウイングガンダムゼロ,バファリオン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6775,"6,912",グリッドマン,宇宙戦仕様リーオー,リーオー,マグアナック,ガンダムサンドロック,シェンロンガンダム,ウイングガンダム,グリッドマン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6776,"2,938",マグアナック・スナイパー,宇宙戦仕様リーオー,リーオー,マグアナック,マグアナック・スナイパー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6777,714,ラシード専用マグアナック,宇宙戦仕様リーオー,リーオー,マグアナック,マグアナック・スナイパー,ラシード専用マグアナック,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6778,"2,939",マグアナック・ガンナー,宇宙戦仕様リーオー,リーオー,マグアナック,マグアナック・ガンナー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6779,"3,578",高機動型リーオー,宇宙戦仕様リーオー,リーオー,高機動型リーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6780,"6,214",東南アジア仕様高機動型リーオー,宇宙戦仕様リーオー,リーオー,高機動型リーオー,東南アジア仕様高機動型リーオー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6781,"2,096",エアリーズ,宇宙戦仕様リーオー,リーオー,エアリーズ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6782,627,サーペント,宇宙戦仕様リーオー,リーオー,サーペント,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6783,628,サーペント・セカンド,宇宙戦仕様リーオー,リーオー,サーペント,サーペント・セカンド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6784,474,ビルゴ,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6785,"2,203",ビルゴII,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6786,"3,598",スコーピオ,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,スコーピオ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,6787,565,ヴァイエイト,宇宙戦仕様リーオー,リーオー,サーペント,ビルゴ,ビルゴII,ヴァイエイト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
