No,機体名,★変形flag,ＨＰ,装甲,運動,索敵,ＥＮ,重量,直感,操縦,近,中,遠,名声,NT,SIZE,コスト,クレジット,地上,水中,宇宙,空中,種別
6810,タツマキ,0,330,38,80,80,500,12,400,400,1100,1100,5000,2800,NT10,ＳＳ,52,3630000,2,-4,-5,0,人系
6811,宇宙仕様ジム・ナイトシーカーV,0,410,43,85,70,410,18,140,265,250,250,250,100,－,Ｍ,42,18060,1,-3,4,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
6812,3式機龍乙型,0,610,50,85,80,700,80,2000,3000,3000,2000,2000,300,－,Ｌ,70,740000,4,0,-4,0,その他／新世紀エヴァンゲリオン
6813,エクリプスガンダム,0,480,58,100,75,600,28,600,690,620,620,620,300,強5,Ｍ,72,118190,3,-3,4,1,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6814,エクリプスガンダム(MA) ,1,480,58,100,75,600,28,600,690,620,620,620,300,強5,Ｍ,72,0,-3,-3,5,2,MA系／ガンダム系／ガンダムSEED ASTRAY、MSV
6815,メッサーF02型,0,432,56,113,72,460,23,150,280,240,260,260,50,－,Ｍ,37,52720,3,-3,2,-5,MS系／連邦軍・ティターンズ・地球連合／閃光のハサウェイ／量産機
6816,指揮官仕様メッサーF02型,0,475,59,118,72,460,23,150,280,240,260,260,40,－,Ｍ,40,54700,3,-3,2,-5,MS系／連邦軍・ティターンズ・地球連合／閃光のハサウェイ／専用機
6817,アメリカン仕様ガンダム,0,384,35,70,58,408,18,130,130,130,130,0,1,－,Ｍ,38,14790,2,-1,2,-1,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／オリジナル系
6818,ウイングガンダムスカイゼロ,0,517,51,106,84,678,16,250,230,220,220,210,50,強1,Ｍ,57,64420,3,-5,2,1,MS系／ガンダム系／新機動戦記ガンダムW／ガンダムビルドシリーズ
6819,スカイゼロ・バードモード ,1,517,51,111,80,678,16,155,155,155,155,0,50,強1,Ｍ,57,0,-5,-5,3,3,MA系／ガンダム系／新機動戦記ガンダムW／ガンダムビルドシリーズ
6820,レッドフレームインバージョン,0,324,32,77,70,342,30,210,210,220,220,220,50,－,Ｍ,48,7560,-1,-3,-3,4,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV／ガンダムビルドシリーズ
6821,グフクリムゾンカスタム,0,304,32,56,50,326,18,0,0,125,0,0,30,－,Ｍ,28,7620,4,-3,-5,-4,MS系／ジオン・ネオジオン軍・ザフト／グフ系／ガンダムビルドシリーズ
6822,市街地戦仕様陸戦型ガンダム,0,320,30,65,48,354,18,75,75,75,75,0,20,－,Ｍ,30,8370,3,-3,-5,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムビルドシリーズ
6823,ダブルオーコマンドクアンタ,0,564,60,125,87,806,18,450,500,550,550,450,100,NT7,Ｍ,66,182000,3,-4,3,4,MS系／ガンダム系／ガンダムビルドシリーズ
6824,ガンダムバルバタウロス,0,1038,45,88,90,466,18,360,360,360,360,360,420,強7,Ｌ,67,107870,4,-4,-5,0,MS系／ガンダム系／ガンダムビルドシリーズ
6825,TB仕様アメイジングエクシア,0,526,40,94,69,395,22,300,260,280,240,180,50,－,Ｍ,62,45940,2,-5,3,2,MS系／ガンダム系／ガンダムビルドシリーズ
6826,ブレイジングガンダム,0,490,52,109,72,720,16,220,130,340,200,140,50,強5,Ｍ,57,67180,3,0,2,-4,MS系／ガンダム系／ガンダムビルドシリーズ
6827,パーフェクトストライクフリーダム,0,548,55,122,90,720,18,370,400,250,270,250,260,強5,Ｍ,87,117110,1,-4,4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6828,リヴランスヘブン,0,498,47,101,74,700,16,250,230,220,220,210,150,－,Ｍ,56,52120,2,0,4,-2,MS系／ガンダム系／ガンダムビルドシリーズ
6829,ガンダムヘリオス,0,600,58,118,95,770,20,620,760,480,500,400,1300,強5,Ｍ,69,188840,2,-4,3,3,MS系／ガンダム系／ガンダムビルドシリーズ
6830,ディランドゥ専用アルセイデス,0,444,53,72,45,417,8,60,130,130,0,0,60,強2,Ｓ,41,18210,4,0,-2,-1,その他／スパロボシリーズ／専用機
6831,F91ヴァイタル1号機,0,456,44,106,90,534,20,280,260,260,270,230,150,NT3,Ｍ,56,32560,2,-3,2,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF91
6832,F91ヴァイタル2号機,0,456,44,106,90,534,20,280,260,260,270,230,150,NT3,Ｍ,56,32560,2,-3,2,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF91
6833,マキシマムパーフェクトストライク,0,453,45,67,70,552,30,200,220,200,200,80,50,強5,Ｍ,40,29980,3,-2,3,2,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムSEED
6834,アムルタート,0,848,15,39,90,700,50,100,160,160,160,160,50,－,ＬＬ,61,79480,-2,-3,2,2,艦船系／スパロボシリーズ
6835,ムガ,0,500,50,80,60,600,18,300,300,300,300,300,50,NT9,Ｍ,50,64000,3,-3,0,1,その他／スパロボシリーズ／専用機
6836,アメイジングストライクフリーダム,0,602,57,128,90,756,18,670,600,550,570,550,500,強5,Ｍ,80,117110,1,-4,4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6837,アイリス,0,150,26,70,80,500,10,2600,1600,1600,1600,1600,1,強5,ＳＳ,52,41200,4,0,0,-2,人系
6838,アメイジングZガンダム,0,452,42,104,82,570,25,350,370,200,230,250,180,NT4,Ｍ,61,40000,3,-5,4,-1,MS系／ガンダム系／ガンダムビルドシリーズ
6839,アメイジングウェイブライダー ,1,452,42,100,72,570,25,350,370,200,230,250,180,NT4,Ｍ,61,0,-5,-5,4,4,MA系／ガンダム系／ガンダムビルドシリーズ
6840,ジャガーノート,0,256,19,62,60,400,10,100,100,120,150,0,10,－,ＳＳ,22,1830,3,-5,-5,-5,その他／スパロボシリーズ／量産機
6841,シン仕様ジャガーノート,0,256,19,62,60,400,10,100,100,120,150,0,10,－,ＳＳ,22,1830,3,-5,-5,-5,その他／スパロボシリーズ／量産機
6842,遠距離砲撃仕様ジャガーノート,0,256,19,62,90,400,10,100,100,120,150,0,10,－,ＳＳ,23,1830,3,-5,-5,-5,その他／スパロボシリーズ／量産機
6843,グルトップ,0,640,35,43,72,1020,113,0,220,100,120,180,50,－,ＬＬ,62,64060,-5,-5,3,-5,艦船系／ジオン・ネオジオン軍・ザフト／量産機
6844,ハンググライダー仕様ラウンドフェイサー,0,350,52,52,60,450,15,100,100,100,100,100,20,－,Ｍ,36,6000,2,0,-5,2,その他／スパロボシリーズ／量産機
6845,ヒュッケバイン30,0,497,54,98,80,700,18,270,270,235,275,250,300,－,Ｍ,67,171500,3,-3,3,-2,その他／バンプレストオリジナル
6846,クラップ,0,780,32,44,90,1000,100,180,280,130,150,230,100,－,ＬＬ,72,65200,-5,-4,3,2,艦船系／スパロボシリーズ
6847,ビクトリーレオ,0,504,60,57,80,530,15,4400,250,350,350,350,250,強5,Ｓ,52,99200,4,-3,-3,-5,その他／スパロボシリーズ
6848,スターセイバー,0,528,63,54,66,580,15,350,350,4400,350,250,250,強5,Ｓ,59,110000,3,-4,0,-2,その他／スパロボシリーズ
6849,ビクトリーセイバー,0,588,75,60,72,650,15,650,4400,4400,650,650,400,強5,Ｍ,60,476000,3,-4,0,0,その他／スパロボシリーズ
6850,ナナハチ,0,384,35,70,58,408,18,130,130,130,130,0,50,－,Ｍ,38,8790,2,-1,2,-1,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
6851,モンストル仕様高機動型ザク,0,336,26,61,54,326,18,0,60,60,60,0,40,－,Ｍ,31,6750,-4,-5,4,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト
6852,ネメシスプライム,0,480,60,52,60,530,15,250,250,250,250,250,100,強5,Ｓ,55,92000,4,-2,-3,-5,その他／スパロボシリーズ
6853,マニューバエクリプス,0,528,58,108,75,650,28,700,790,720,720,720,200,強5,Ｍ,74,146090,3,-3,4,1,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6854,マニューバエクリプス(MA) ,1,528,58,108,75,650,28,700,790,720,720,720,200,強5,Ｍ,74,0,-3,-3,5,2,MA系／ガンダム系／ガンダムSEED ASTRAY、MSV
6855,メイプル,0,200,256,10,60,220,30,200,200,200,200,200,2000,－,ＳＳ,39,290000,1,0,-6,-5,人系
6856,機械神仕様メイプル,0,200,15180,3,60,220,50,200,200,200,200,200,22000,－,ＳＳ,200,5880000,1,0,-6,1,人系
6857,最終形態仕様劉 鳳,0,220,30,110,70,600,11,600,600,350,350,150,400,NT9,ＳＳ,75,1380000,4,-1,1,1,人系
6858,フルアメイジング,0,666,63,140,100,830,18,800,660,660,740,710,2664,強5,Ｍ,87,3516450,1,-4,4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6859,デビルマン,0,324,44,90,70,400,30,666,666,666,666,666,250,NT9,Ｌ,39,92000,2,-3,-3,2,その他／スパロボシリーズ
6860,ザクアメイジング・ラピッド,0,480,33,106,95,275,14,0,5000,160,160,0,150,－,Ｍ,38,20680,1,-4,5,0,MS系／ザク系／ガンダムビルドシリーズ
6861,Rアメイジングストライクフリーダム,0,602,57,141,90,756,18,670,600,550,570,550,200,強5,Ｍ,81,117110,1,-4,4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6862,ザクアメイジング・ライトアーマー,0,480,26,88,95,275,14,0,160,160,160,0,100,－,Ｍ,34,14730,0,3,-4,-3,MS系／ザク系／ガンダムビルドシリーズ
6863,ザクアメイジング・マリンタイプ,0,480,33,80,95,275,14,0,160,160,160,0,100,－,Ｍ,37,14730,0,3,-4,-3,MS系／ザク系／ガンダムビルドシリーズ
6864,Bアメイジングストライクフリーダム,0,602,57,128,99,756,18,670,600,550,570,550,400,強5,Ｍ,81,117110,1,-4,4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6865,ドライグストライク,0,408,37,68,70,425,30,200,220,100,120,200,120,強5,Ｍ,47,12030,2,-4,3,2,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムSEED
6866,フィンスターニス,0,388,34,80,78,551,18,230,230,0,230,230,80,NT6,Ｍ,45,12150,2,-3,2,2,MS系／ガンダム系／ガンダム00
6867,厄祭戦仕様ガンダム・フラウロス,0,498,47,96,100,636,18,360,360,360,360,360,10,強7,Ｍ,60,20260,3,-4,2,0,MS系／ガンダム系／鉄血のオルフェンズ
6868,ゴーストガンダム,0,487,48,116,110,550,20,330,310,260,270,230,290,－,Ｍ,54,52120,3,-3,3,0,MS系／ガンダム系／機動戦士クロスボーンガンダム
6869,ゴーストガンダム(MA) ,1,487,48,123,110,550,20,330,310,260,270,230,290,－,Ｍ,54,0,-5,-5,4,4,MA系／ガンダム系／機動戦士クロスボーンガンダム
6870,ガ・オーン,0,600,54,65,50,840,21,300,290,390,380,200,180,強5,Ｍ,61,40060,2,-3,2,-4,その他／スパロボシリーズ
6871,ガ・オーン(ライオン形態) ,1,600,54,60,50,840,21,300,290,390,380,200,180,強5,Ｍ,61,0,3,2,2,-5,その他／スパロボシリーズ
6872,フェニーチェリベルタ,0,597,60,122,76,721,16,250,330,250,250,260,150,－,Ｍ,63,78760,4,-5,2,-4,MS系／ガンダム系／ガンダムビルドシリーズ
6873,フェニーチェリベルタ(MA) ,1,597,60,127,71,721,16,250,330,250,250,260,150,－,Ｍ,63,0,5,-5,0,-3,MA系／ガンダム系／ガンダムビルドシリーズ
6874,デューク,0,320,44,62,40,330,6,150,180,119,119,0,20,強5,ＳＳ,32,12600,2,-5,-4,-4,その他／勇者・エルドランシリーズ
6875,V.F.G.ランカ・リー,0,435,42,118,80,470,20,200,200,200,200,200,300,－,Ｍ,46,56800,-5,-5,3,3,マクロスシリーズ／車輌・戦闘機系／人系
6876,V.F.G.ランカ・リー(G) ,1,435,38,108,80,470,20,180,180,170,170,170,300,－,Ｓ,46,0,2,2,2,2,その他／マクロスシリーズ／人系
6877,V.F.G.ランカ・リー(B) ,1,435,47,100,60,470,20,180,180,170,170,170,300,－,Ｍ,46,0,3,-5,3,-1,その他／マクロスシリーズ／人系
6878,スティレット,0,396,33,70,60,420,16,200,200,200,200,200,50,－,Ｍ,34,12060,2,-4,-5,1,その他／スパロボシリーズ／量産機
6879,三二式一型・轟雷,0,400,38,60,60,420,15,200,200,200,200,200,20,－,Ｍ,35,12030,3,-4,-5,0,その他／スパロボシリーズ／量産機
6880,レヴァナントアイ,0,382,29,59,80,380,21,200,200,200,200,200,20,－,Ｍ,34,12030,2,-4,-5,0,その他／スパロボシリーズ／量産機
6881,シャア専用ディジェ,0,415,48,100,60,460,18,260,280,250,250,200,100,NT3,Ｍ,44,30160,0,-5,4,0,MS系／ジオン・ネオジオン軍・ザフト／専用機
6882,デスタイガー,0,540,50,90,60,525,18,300,300,350,350,350,100,強5,Ｍ,51,110090,4,-5,-4,-4,その他／スパロボシリーズ
6883,デスドラゴン,0,540,62,70,60,525,18,300,300,350,350,350,100,強5,Ｍ,51,110090,2,2,-4,-4,その他／スパロボシリーズ
6884,デスイーグル,0,480,54,80,60,525,18,300,300,350,350,350,100,強5,Ｍ,51,110090,-5,-5,3,3,その他／スパロボシリーズ
6885,ドライアス,0,1080,71,80,60,900,33,280,280,250,250,250,500,強5,Ｌ,92,200090,3,-4,1,2,その他／勇者・エルドランシリーズ
6886,ドライアスジェット,0,1080,71,80,60,900,33,280,280,250,250,250,500,強5,Ｌ,92,200090,-4,-4,3,3,その他／勇者・エルドランシリーズ
6887,陸戦型ザクIIJC型,0,275,24,44,42,300,18,0,30,0,30,0,5,－,Ｍ,17,6540,3,-3,-5,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／第08MS小隊／量産機
6888,零式弐型,0,470,38,70,95,435,20,220,190,150,150,150,5,－,Ｍ,41,7800,3,-5,1,1,MS系／エウーゴ・カラバ／専用機
6889,クランシェ★アスタ,0,390,43,76,70,326,18,150,150,140,130,100,50,－,Ｍ,35,6300,2,-4,2,-4,MS系／ガンダムビルドシリーズ
6890,クランシェ★アスタ(AM) ,1,390,38,61,70,326,18,150,150,140,130,100,50,－,Ｍ,35,0,-5,-5,3,2,MA系／ガンダムビルドシリーズ
6891,エヴァンゲリオン改8号機γ,0,700,50,63,80,368,30,370,400,250,270,250,300,－,Ｌ,116,740000,3,-4,2,-5,その他／新世紀エヴァンゲリオン
6892,BC仕様Hi-νガンダム,0,518,50,107,110,572,20,300,255,250,230,240,350,NT6,Ｍ,60,53680,1,-4,3,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ZZ/CCA-MSV
6893,ラピエール,0,402,33,72,80,420,16,200,200,200,200,200,50,－,Ｍ,41,13260,2,-4,-5,2,その他／スパロボシリーズ／量産機
6894,ノエル(TM),0,90,10,75,60,100,15,100,45,80,50,75,160,－,ＳＳ,48,620000,5,0,-6,-4,その他／人系
6895,ヴェルトール・イド,0,600,54,100,50,595,25,900,900,900,900,900,500,－,Ｍ,75,148790,4,0,0,1,その他／スパロボシリーズ
6896,グライフェン,0,400,38,55,60,400,16,200,200,200,200,200,50,－,Ｍ,38,12330,1,3,-5,-4,その他／スパロボシリーズ／量産機
6897,ブルーフレームセカンドリバイLL,0,482,47,90,90,488,30,220,220,220,250,220,250,強4,Ｍ,59,14940,3,-4,4,2,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6898,グソック,0,100,19,50,55,300,10,50,80,150,0,0,10,強1,Ｓ,22,1500,4,-4,-5,-4,その他／ゾイドシリーズ／スパロボシリーズ
6899,ThirdArmor仕様エックス,0,169,40,80,75,420,10,1600,1600,1600,2600,1600,690,強5,ＳＳ,60,57400,3,1,0,-2,人系
6900,ThirdArmor仕様エックス(ハイパーチップ) ,1,169,40,80,75,420,10,1600,1600,1600,2600,1600,690,強5,ＳＳ,60,0,3,1,0,-1,人系
6901,試作重攻撃レイバー,0,312,54,40,60,350,10,100,170,150,150,0,100,－,Ｓ,33,15030,5,-5,-5,-5,その他／スパロボシリーズ
6902,インステッド,0,160,3,21,55,170,10,0,10,0,0,0,5,－,Ｓ,16,1230,1,-5,-6,-4,スパロボシリーズ／車輌・戦闘機系／量産機
6903,ミサイルポッド仕様インステッド,0,160,3,21,55,170,10,0,10,0,0,0,5,－,Ｓ,16,1230,1,-5,-6,-4,スパロボシリーズ／車輌・戦闘機系／量産機
6904,2連装対空機関砲仕様インステッド,0,160,3,21,55,170,10,0,10,0,0,0,5,－,Ｓ,16,1230,1,-5,-6,-4,スパロボシリーズ／車輌・戦闘機系／量産機
6905,無反動砲仕様インステッド,0,160,3,21,55,170,10,0,10,0,0,0,5,－,Ｓ,16,1230,1,-5,-6,-4,スパロボシリーズ／車輌・戦闘機系／量産機
6906,ミサイルランチャー仕様インステッド,0,160,3,21,55,170,10,0,10,0,0,0,5,－,Ｓ,16,1230,1,-5,-6,-4,スパロボシリーズ／車輌・戦闘機系／量産機
6907,15連装ミサイルポッド仕様インステッド,0,160,3,21,55,170,10,0,10,0,0,0,5,－,Ｓ,16,1230,1,-5,-6,-4,スパロボシリーズ／車輌・戦闘機系／量産機
6908,コボルド,0,420,43,50,60,400,16,200,200,200,200,200,50,強3,Ｍ,38,12030,3,-5,3,1,その他／スパロボシリーズ／量産機
6909,シュトラウス,0,410,43,50,60,400,16,200,200,200,200,200,50,強3,Ｍ,38,12030,1,-5,3,-4,その他／スパロボシリーズ／量産機
6910,ヴァイスハイト,0,430,45,32,60,400,16,200,200,200,200,200,50,強3,Ｍ,38,12030,1,-5,3,-4,その他／スパロボシリーズ／量産機
6911,武御雷Type-00A,0,409,42,80,55,440,20,280,280,250,250,250,50,－,Ｍ,39,12000,3,-3,-2,3,その他／マブラヴ
6912,グリッドマン,0,584,45,102,60,550,50,900,900,900,900,900,400,NT9,Ｍ,53,42280,2,2,2,-1,その他／スパロボシリーズ
6913,砂漠仕様陸戦型ガンダム,0,320,30,65,48,354,18,75,75,75,75,0,20,－,Ｍ,24,8370,3,-3,-5,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／第08MS小隊／量産機
6914,一般仕様イチナナ式,0,526,49,86,55,475,20,170,170,165,165,165,200,－,Ｍ,47,33040,2,-3,2,2,その他／スパロボシリーズ／量産機
6915,シロー専用イチナナ式,0,526,49,86,55,475,20,170,170,165,165,165,200,－,Ｍ,47,33040,2,-3,2,2,その他／スパロボシリーズ／専用機
6916,フレズヴェルク,0,390,23,80,60,335,16,200,200,200,200,200,50,強3,Ｍ,36,12180,1,-5,3,3,その他／量産機
6917,フレズヴェルク(MA) ,1,390,23,80,60,335,16,200,200,200,200,200,50,強3,Ｍ,36,0,-1,-5,4,4,その他／スパロボシリーズ／量産機
6918,防寒シールド仕様ビッグフット,0,295,54,64,40,175,10,120,120,100,100,100,5,－,Ｓ,20,4800,2,-5,-5,-5,その他／スパロボシリーズ／量産機
6919,バートレイ,0,144,12,70,60,175,10,50,50,50,20,0,15,－,ＳＳ,10,930,5,-5,-5,-4,その他／スパロボシリーズ／専用機
6920,バートレイ(RA) ,1,144,20,80,60,175,10,50,50,250,20,0,15,－,ＳＳ,10,0,3,-5,-2,-4,その他／スパロボシリーズ／専用機
6921,輝鎚・甲,0,480,76,36,60,400,15,200,200,200,200,200,50,－,Ｍ,43,12060,3,-4,-5,0,その他／スパロボシリーズ／量産機
6922,地上仕様ザニー,0,272,21,35,35,283,18,0,15,10,0,0,5,－,Ｍ,25,6420,3,-4,0,-4,MS系／連邦軍・ティターンズ・地球連合／量産機
6923,シェフィールド,0,380,41,32,68,550,170,560,400,700,700,790,150,－,ＬＬ,51,96590,0,3,-9,-4,艦船系／人系／艦これ
6924,ファントムV2,0,478,45,87,100,550,20,330,310,260,270,230,100,－,Ｍ,51,30280,3,-3,3,0,MS系／ガンダム系／機動戦士クロスボーンガンダム
6925,蜃気楼鳥V2 ,1,478,45,92,100,550,20,330,310,260,270,230,100,－,Ｍ,51,0,-5,-5,4,4,MA系／ガンダム系／機動戦士クロスボーンガンダム
6926,アンカー,0,589,48,96,40,520,20,270,250,260,270,190,150,－,Ｍ,50,31960,2,-3,2,0,MS系／ガンダム系／機動戦士クロスボーンガンダム
6927,ザクII狙撃型,0,275,24,47,82,300,18,0,30,0,30,100,60,－,Ｍ,18,6840,3,-3,-5,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト
6928,ミア専用ザク・ハーフキャノン,0,366,20,54,72,360,18,0,30,0,190,30,60,－,Ｍ,25,7680,3,-5,-5,-3,MS系／ザク系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／量産機／専用機
6929,アルマ専用陸戦高機動型ザク,0,282,21,56,45,312,18,30,50,50,30,30,50,－,Ｍ,18,6750,3,-4,-5,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／量産機／専用機
6930,イフリート・イェーガー,0,345,30,70,76,337,18,0,0,60,60,0,90,－,Ｍ,25,8070,2,-5,-5,-1,MS系／ジオン・ネオジオン軍・ザフト／専用機
6931,リリス専用ガンダム・ピクシー,0,388,39,74,50,408,18,0,140,140,0,0,30,－,Ｍ,35,12060,3,-3,-5,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／専用機
6932,ヒュッケバイン30th,0,667,55,122,95,700,18,3000,3000,3000,3000,3000,330,－,Ｍ,75,209000,3,-3,3,2,その他／バンプレストオリジナル
6933,松,0,140,22,35,25,350,100,50,160,220,300,140,100,－,ＬＬ,32,18030,0,3,-9,-5,艦船系／人系／艦これ
6934,竹,0,140,22,34,24,350,100,50,190,190,290,280,1,－,ＬＬ,32,18030,0,3,-9,-5,艦船系／人系／艦これ
6935,桃,0,140,22,31,24,350,100,50,160,180,270,480,1,－,ＬＬ,32,18030,0,3,-9,-5,艦船系／人系／艦これ
6936,ヒュッケバインMk-II3号機,0,444,46,100,80,560,20,200,200,145,200,180,200,NT3,Ｍ,50,52060,3,-2,4,-2,その他／バンプレストオリジナル
6937,エールカラミティ,0,445,42,81,88,550,18,280,300,60,100,140,260,強5,Ｍ,48,19530,1,0,1,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合
6938,ドム・ノーミーデス,0,538,49,48,98,380,30,300,300,285,285,300,90,－,Ｍ,45,14250,3,-5,-5,-4,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ドム系
6939,レナート専用ジム・スパルタン,0,294,34,54,60,320,18,0,0,60,60,0,20,－,Ｍ,23,7530,1,-3,3,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／専用機
6940,ガーフィッシュ,0,336,33,39,70,420,148,200,200,140,140,140,100,－,ＬＬ,35,13530,-5,3,-5,-6,艦船系／スパロボシリーズ
6941,ガーフィッシュII,0,396,37,42,70,490,148,250,250,180,180,180,50,－,ＬＬ,40,18030,-5,3,-5,-6,艦船系／スパロボシリーズ
6942,バーゼラルド,0,400,33,76,69,420,16,200,200,200,200,200,50,－,Ｍ,40,12960,2,-4,-5,1,その他／スパロボシリーズ
6943,ジェダ,0,372,43,85,68,425,19,140,165,150,150,150,30,－,Ｍ,41,14490,1,-4,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
6945,ガンダムリントヴルム,0,440,55,123,76,469,18,215,230,180,190,125,70,－,Ｍ,45,52660,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／ガンダムビルドシリーズ
6946,ガンダムリントヴルム(飛行形態) ,1,440,55,123,76,469,18,215,230,180,190,125,70,－,Ｍ,45,0,1,-5,2,2,MS系／ジオン・ネオジオン軍・ザフト／ガンダムビルドシリーズ
6947,ガンダムリントヴルム(MA) ,1,440,55,98,76,469,18,215,230,180,190,125,70,－,Ｍ,45,0,-5,-4,4,4,その他／ジオン・ネオジオン軍・ザフト／ガンダムビルドシリーズ
6948,アルスアースリィ,0,572,54,106,111,744,18,560,530,410,420,410,200,強5,Ｍ,60,29800,2,-1,2,-1,MS系／ガンダム系／ガンダムビルドシリーズ
6949,ウィルバーナイン,0,390,36,58,60,410,16,200,200,200,200,200,50,－,Ｍ,38,12930,3,-4,-5,-4,その他／スパロボシリーズ
6950,ウィルバーナイン(SM),0,390,36,40,60,410,16,200,200,200,200,200,50,－,Ｍ,38,12930,3,-5,-5,-4,その他／スパロボシリーズ
6951,グレートマジンカイザー,0,752,110,78,73,850,20,390,390,395,395,395,400,－,Ｍ,73,114500,3,0,1,3,その他／スパロボシリーズ
6952,ジャコビアス専用ゲルググキャノン,0,369,33,57,70,397,19,0,90,0,0,130,20,－,Ｍ,37,12450,2,-2,2,-4,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ゲルググ系／専用機
6953,ゲキリュウガー,0,612,58,68,60,490,28,200,200,250,250,250,100,強5,Ｍ,51,40060,3,0,1,2,その他／勇者・エルドランシリーズ
6954,ゲキリュウガー(A) ,1,612,58,73,60,490,28,200,200,250,250,250,100,強5,Ｍ,51,0,2,0,1,3,その他／勇者・エルドランシリーズ
6955,G-エルス,0,448,47,91,61,600,18,280,280,180,180,120,50,－,Ｍ,46,18900,1,-3,-4,3,MS系／ガンダム系／ガンダムビルドシリーズ
6956,空間戦仕様ギガン,0,275,17,52,38,283,15,20,35,50,0,0,10,－,Ｍ,26,6450,1,-4,3,-5,MS系／ジオン・ネオジオン軍・ザフト／MS-X(モビルスーツ・ペズン)／量産機
6957,ガズエル・グラウ,0,437,52,105,52,447,20,290,280,190,195,0,50,－,Ｍ,45,44980,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
6958,バリー仕様装甲強化型ジム,0,275,28,43,60,300,18,0,10,30,30,0,10,－,Ｍ,21,7110,2,-3,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／オリジナル系
6959,ティターニア,0,393,36,99,68,435,18,300,100,165,165,0,90,－,Ｍ,42,18390,2,-3,2,-3,MS系／ジオン・ネオジオン軍・ザフト／ポケットの中の戦争
6960,ホワイトライダー,0,400,37,87,60,425,18,120,0,0,0,150,50,強4,Ｍ,38,19110,3,-3,3,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
6961,ブラックライダー,0,400,37,87,60,425,18,120,0,0,0,150,150,強4,Ｍ,38,19110,3,-3,3,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
6962,ドワス改,0,361,32,63,60,382,18,200,200,300,300,0,50,－,Ｍ,36,8640,1,-4,3,-5,MS系／ジオン・ネオジオン軍・ザフト／ドム系／量産機
6963,MB仕様X-0フルクロス,0,508,55,116,90,570,20,280,260,260,270,230,100,NT7,Ｍ,60,67780,3,-3,3,0,MS系／ガンダム系／機動戦士クロスボーンガンダム
6964,ロードアストレイダブルリベイク,0,500,71,106,70,636,18,320,350,300,300,100,100,強4,Ｍ,57,41200,3,-4,2,-5,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6965,ロードアストレイダブルリベイクR ,1,500,71,106,70,636,18,320,350,300,300,100,100,強4,Ｍ,57,0,3,-4,2,-5,MS系／ガンダム系／ガンダムSEED ASTRAY、MSV
6966,ジークルーネ,0,455,42,98,70,570,18,340,340,340,340,340,50,－,Ｍ,49,13350,3,-4,2,0,MS系／ガンダム系／鉄血のオルフェンズ
6967,BD隊仕様ジム・スパルタン,0,294,34,54,60,320,18,0,0,60,60,0,20,－,Ｍ,23,7530,1,-3,3,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合
6968,ダグ・ドール,0,455,66,126,70,645,22,410,400,470,500,500,290,強6,Ｍ,56,93980,2,-4,2,-4,MS系／ジオン・ネオジオン軍・ザフト
6969,アスモデウス,0,540,53,98,62,520,18,430,430,410,410,410,250,－,Ｍ,51,42880,3,-4,2,0,MS系／ガンダム系／鉄血のオルフェンズ
